occupancy_date,organization_name,occupied_beds,occupancy_rate_beds,occupancy_rate_rooms
2022-04-25,City of Toronto,NA,NA,100
2022-04-25,City of Toronto,NA,NA,100
2022-04-25,City of Toronto,36,100,NA
2022-04-25,City of Toronto,NA,NA,98.53
2022-04-25,City of Toronto,24,100,NA
2022-04-25,City of Toronto,NA,NA,100
2022-04-25,City of Toronto,NA,NA,93.44
2022-04-25,City of Toronto,NA,NA,62.5
2022-04-25,City of Toronto,NA,NA,100
2022-04-25,City of Toronto,90,98.9,NA
2022-04-25,City of Toronto,50,100,NA
2022-04-25,City of Toronto,45,88.24,NA
2022-04-25,City of Toronto,81,100,NA
2022-04-25,City of Toronto,66,100,NA
2022-04-25,City of Toronto,20,90.91,NA
2022-04-25,City of Toronto,10,100,NA
2022-04-25,City of Toronto,51,100,NA
2022-04-25,City of Toronto,24,88.89,NA
2022-04-25,City of Toronto,NA,NA,100
2022-04-25,City of Toronto,4,100,NA
2022-04-25,City of Toronto,74,100,NA
2022-04-25,Cornerstone Place,21,100,NA
2022-04-25,Covenant House Toronto,2,100,NA
2022-04-25,Covenant House Toronto,NA,NA,97.62
2022-04-25,Covenant House Toronto,53,100,NA
2022-04-25,Covenant House Toronto,28,100,NA
2022-04-25,Dixon Hall,43,97.73,NA
2022-04-25,Dixon Hall,49,100,NA
2022-04-25,Dixon Hall,NA,NA,97.35
2022-04-25,Dixon Hall,40,100,NA
2022-04-25,Dixon Hall,NA,NA,100
2022-04-25,Dixon Hall,NA,NA,100
2022-04-25,Dixon Hall,22,100,NA
2022-04-25,Eva's Initiatives,45,100,NA
2022-04-25,Eva's Initiatives,16,100,NA
2022-04-25,Eva's Initiatives,NA,NA,97.5
2022-04-25,Fife House Foundation,4,80,NA
2022-04-25,Fife House Foundation,7,63.64,NA
2022-04-25,Fred Victor Centre,37,100,NA
2022-04-25,Fred Victor Centre,23,95.83,NA
2022-04-25,Fred Victor Centre,44,100,NA
2022-04-25,Fred Victor Centre,23,100,NA
2022-04-25,Fred Victor Centre,54,100,NA
2022-04-25,Fred Victor Centre,NA,NA,100
2022-04-25,Fred Victor Centre,45,100,NA
2022-04-25,Friends of Ruby,4,80,NA
2022-04-25,Friends of Ruby,26,92.86,NA
2022-04-25,Good Shepherd Ministries,23,92,NA
2022-04-25,Good Shepherd Ministries,24,100,NA
2022-04-25,Good Shepherd Ministries,5,100,NA
2022-04-25,Good Shepherd Ministries,NA,NA,100
2022-04-25,Homes First Society,41,100,NA
2022-04-25,Homes First Society,NA,NA,100
2022-04-25,Homes First Society,48,96,NA
2022-04-25,Homes First Society,19,100,NA
2022-04-25,Homes First Society,31,100,NA
2022-04-25,Homes First Society,54,100,NA
2022-04-25,Homes First Society,NA,NA,100
2022-04-25,Homes First Society,NA,NA,100
2022-04-25,Homes First Society,NA,NA,100
2022-04-25,Homes First Society,69,98.57,NA
2022-04-25,Homes First Society,51,100,NA
2022-04-25,Homes First Society,37,100,NA
2022-04-25,Homes First Society,130,100,NA
2022-04-25,Homes First Society,39,97.5,NA
2022-04-25,Horizon for Youth,18,100,NA
2022-04-25,Kennedy House Youth Services,NA,NA,100
2022-04-25,Kennedy House Youth Services,9,100,NA
2022-04-25,Margaret's Housing and Community Support Services,27,100,NA
2022-04-25,Na-Me-Res (Native Men's Residence),44,100,NA
2022-04-25,Na-Me-Res (Native Men's Residence),14,82.35,NA
2022-04-25,Native Child & Family Services Toronto,6,66.67,NA
2022-04-25,Native Child & Family Services Toronto,NA,NA,57.14
2022-04-25,Sistering: A Women's Place,19,100,NA
2022-04-25,Society of St.Vincent De Paul,15,100,NA
2022-04-25,Society of St.Vincent De Paul,19,100,NA
2022-04-25,Society of St.Vincent De Paul,26,100,NA
2022-04-25,Society of St.Vincent De Paul,25,96.15,NA
2022-04-25,St. Felix Social Ministries Outreach,19,100,NA
2022-04-25,St. Felix Social Ministries Outreach,43,100,NA
2022-04-25,St. Simon's Shelter Inc.,NA,NA,96.77
2022-04-25,Street Haven At The Crossroads,28,100,NA
2022-04-25,Street Haven At The Crossroads,NA,NA,100
2022-04-25,The MUC Shelter Corporation,NA,NA,100
2022-04-25,The MUC Shelter Corporation,66,100,NA
2022-04-25,The MUC Shelter Corporation,NA,NA,86.96
2022-04-25,The Salvation Army of Canada,45,100,NA
2022-04-25,The Salvation Army of Canada,NA,NA,100
2022-04-25,The Salvation Army of Canada,45,100,NA
2022-04-25,The Salvation Army of Canada,NA,NA,99.22
2022-04-25,The Salvation Army of Canada,225,100,NA
2022-04-25,The Salvation Army of Canada,36,100,NA
2022-04-25,The Salvation Army of Canada,NA,NA,98.7
2022-04-25,The Salvation Army of Canada,39,100,NA
2022-04-25,The Salvation Army of Canada,30,100,NA
2022-04-25,The Scott Mission Inc.,50,100,NA
2022-04-25,Toronto Community Hostel,NA,NA,100
2022-04-25,Toronto Community Hostel,6,100,NA
2022-04-25,Turning Point Youth Services,16,100,NA
2022-04-25,Warden Woods Community Centre,32,94.12,NA
2022-04-25,Women's Hostels Inc.,10,100,NA
2022-04-25,WoodGreen Red Door Family Shelter,NA,NA,100
2022-04-25,YMCA of Greater Toronto,19,100,NA
2022-04-25,YMCA of Greater Toronto,NA,NA,100
2022-04-25,YMCA of Greater Toronto,22,88,NA
2022-04-25,YWCA Toronto,25,100,NA
2022-04-25,YWCA Toronto,24,100,NA
2022-04-25,YWCA Toronto,19,100,NA
2022-04-25,YWCA Toronto,20,100,NA
2022-04-25,Youth Without Shelter,22,95.65,NA
2022-04-25,Youth Without Shelter,12,85.71,NA
2022-04-25,YouthLink,10,100,NA
2022-04-25,YouthLink,31,100,NA
2022-04-26,COSTI Immigrant Services,NA,NA,100
2022-04-26,COSTI Immigrant Services,NA,NA,100
2022-04-26,COSTI Immigrant Services,8,100,NA
2022-04-26,COSTI Immigrant Services,NA,NA,100
2022-04-26,COSTI Immigrant Services,NA,NA,100
2022-04-26,COSTI Immigrant Services,NA,NA,100
2022-04-26,COSTI Immigrant Services,NA,NA,100
2022-04-26,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-04-26,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-04-26,Christie Ossington Neighbourhood Centre,33,100,NA
2022-04-26,Christie Ossington Neighbourhood Centre,15,100,NA
2022-04-26,"Christie Refugee Welcome Centre, Inc.",NA,NA,100
2022-04-26,City of Toronto,NA,NA,100
2022-04-26,City of Toronto,NA,NA,91.67
2022-04-26,City of Toronto,NA,NA,96.39
2022-04-26,City of Toronto,NA,NA,100
2022-04-26,City of Toronto,NA,NA,100
2022-04-26,City of Toronto,9,75,NA
2022-04-26,City of Toronto,NA,NA,100
2022-04-26,City of Toronto,NA,NA,100
2022-04-26,City of Toronto,NA,NA,100
2022-04-26,City of Toronto,NA,NA,100
2022-04-26,City of Toronto,NA,NA,100
2022-04-26,City of Toronto,NA,NA,100
2022-04-26,City of Toronto,36,100,NA
2022-04-26,City of Toronto,NA,NA,98.53
2022-04-26,City of Toronto,24,100,NA
2022-04-26,City of Toronto,NA,NA,100
2022-04-26,City of Toronto,NA,NA,76.62
2022-04-26,City of Toronto,NA,NA,58.33
2022-04-26,City of Toronto,NA,NA,100
2022-04-26,City of Toronto,89,97.8,NA
2022-04-26,City of Toronto,50,100,NA
2022-04-26,City of Toronto,45,88.24,NA
2022-04-26,City of Toronto,81,100,NA
2022-04-26,City of Toronto,66,100,NA
2022-04-26,City of Toronto,20,95.24,NA
2022-04-26,City of Toronto,10,100,NA
2022-04-26,City of Toronto,51,100,NA
2022-04-26,City of Toronto,23,85.19,NA
2022-04-26,City of Toronto,NA,NA,100
2022-04-26,City of Toronto,4,100,NA
2022-04-26,City of Toronto,73,98.65,NA
2022-04-26,Cornerstone Place,21,100,NA
2022-04-26,Covenant House Toronto,2,100,NA
2022-04-26,Covenant House Toronto,NA,NA,95.24
2022-04-26,Covenant House Toronto,53,100,NA
2022-04-26,Covenant House Toronto,28,100,NA
2022-04-26,Dixon Hall,44,100,NA
2022-04-26,Dixon Hall,49,100,NA
2022-04-26,Dixon Hall,NA,NA,96.48
2022-04-26,Dixon Hall,41,100,NA
2022-04-26,Dixon Hall,NA,NA,100
2022-04-26,Dixon Hall,NA,NA,100
2022-04-26,Dixon Hall,22,100,NA
2022-04-26,Eva's Initiatives,45,100,NA
2022-04-26,Eva's Initiatives,15,93.75,NA
2022-04-26,Eva's Initiatives,NA,NA,100
2022-04-26,Fife House Foundation,4,80,NA
2022-04-26,Fife House Foundation,7,63.64,NA
2022-04-26,Fred Victor Centre,37,100,NA
2022-04-26,Fred Victor Centre,23,95.83,NA
2022-04-26,Fred Victor Centre,44,100,NA
2022-04-26,Fred Victor Centre,23,100,NA
2022-04-26,Fred Victor Centre,54,100,NA
2022-04-26,Fred Victor Centre,NA,NA,100
2022-04-26,Fred Victor Centre,45,100,NA
2022-04-26,Friends of Ruby,4,80,NA
2022-04-26,Friends of Ruby,26,92.86,NA
2022-04-26,Good Shepherd Ministries,24,96,NA
2022-04-26,Good Shepherd Ministries,24,100,NA
2022-04-26,Good Shepherd Ministries,5,100,NA
2022-04-26,Good Shepherd Ministries,NA,NA,100
2022-04-26,Homes First Society,41,100,NA
2022-04-26,Homes First Society,NA,NA,100
2022-04-26,Homes First Society,44,88,NA
2022-04-26,Homes First Society,19,100,NA
2022-04-26,Homes First Society,31,100,NA
2022-04-26,Homes First Society,54,100,NA
2022-04-26,Homes First Society,NA,NA,100
2022-04-26,Homes First Society,NA,NA,100
2022-04-26,Homes First Society,NA,NA,100
2022-04-26,Homes First Society,70,100,NA
2022-04-26,Homes First Society,51,100,NA
2022-04-26,Homes First Society,37,100,NA
2022-04-26,Homes First Society,130,100,NA
2022-04-26,Homes First Society,39,97.5,NA
2022-04-26,Horizon for Youth,18,100,NA
2022-04-26,Kennedy House Youth Services,NA,NA,100
2022-04-26,Kennedy House Youth Services,9,100,NA
2022-04-26,Margaret's Housing and Community Support Services,27,100,NA
2022-04-26,Na-Me-Res (Native Men's Residence),44,100,NA
2022-04-26,Na-Me-Res (Native Men's Residence),14,82.35,NA
2022-04-26,Native Child & Family Services Toronto,6,66.67,NA
2022-04-26,Native Child & Family Services Toronto,NA,NA,57.14
2022-04-26,Sistering: A Women's Place,19,100,NA
2022-04-26,Society of St.Vincent De Paul,15,100,NA
2022-04-26,Society of St.Vincent De Paul,19,100,NA
2022-04-26,Society of St.Vincent De Paul,25,96.15,NA
2022-04-26,Society of St.Vincent De Paul,24,96,NA
2022-04-26,St. Felix Social Ministries Outreach,19,100,NA
2022-04-26,St. Felix Social Ministries Outreach,43,100,NA
2022-04-26,St. Simon's Shelter Inc.,NA,NA,100
2022-04-26,Street Haven At The Crossroads,28,100,NA
2022-04-26,Street Haven At The Crossroads,NA,NA,100
2022-04-26,The MUC Shelter Corporation,NA,NA,100
2022-04-26,The MUC Shelter Corporation,67,100,NA
2022-04-26,The MUC Shelter Corporation,NA,NA,86.96
2022-04-26,The Salvation Army of Canada,45,97.83,NA
2022-04-26,The Salvation Army of Canada,NA,NA,100
2022-04-26,The Salvation Army of Canada,45,100,NA
2022-04-26,The Salvation Army of Canada,NA,NA,100
2022-04-26,The Salvation Army of Canada,225,100,NA
2022-04-26,The Salvation Army of Canada,36,100,NA
2022-04-26,The Salvation Army of Canada,NA,NA,100
2022-04-26,The Salvation Army of Canada,39,100,NA
2022-04-26,The Salvation Army of Canada,30,100,NA
2022-04-26,The Scott Mission Inc.,50,100,NA
2022-04-26,Toronto Community Hostel,NA,NA,100
2022-04-26,Toronto Community Hostel,6,100,NA
2022-04-26,Turning Point Youth Services,16,100,NA
2022-04-26,Warden Woods Community Centre,34,100,NA
2022-04-26,Women's Hostels Inc.,10,100,NA
2022-04-26,WoodGreen Red Door Family Shelter,NA,NA,100
2022-04-26,YMCA of Greater Toronto,19,100,NA
2022-04-26,YMCA of Greater Toronto,NA,NA,97.62
2022-04-26,YMCA of Greater Toronto,22,88,NA
2022-04-26,YWCA Toronto,25,100,NA
2022-04-26,YWCA Toronto,24,100,NA
2022-04-26,YWCA Toronto,19,100,NA
2022-04-26,YWCA Toronto,20,100,NA
2022-04-26,Youth Without Shelter,22,95.65,NA
2022-04-26,Youth Without Shelter,12,85.71,NA
2022-04-26,YouthLink,10,100,NA
2022-04-26,YouthLink,30,96.77,NA
2022-04-27,COSTI Immigrant Services,NA,NA,100
2022-04-27,COSTI Immigrant Services,NA,NA,100
2022-04-27,COSTI Immigrant Services,8,100,NA
2022-04-27,COSTI Immigrant Services,NA,NA,100
2022-04-27,COSTI Immigrant Services,NA,NA,100
2022-04-27,COSTI Immigrant Services,NA,NA,100
2022-04-27,COSTI Immigrant Services,NA,NA,100
2022-04-27,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-04-27,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-04-27,Christie Ossington Neighbourhood Centre,33,100,NA
2022-04-27,Christie Ossington Neighbourhood Centre,15,100,NA
2022-04-27,"Christie Refugee Welcome Centre, Inc.",NA,NA,100
2022-04-27,City of Toronto,NA,NA,100
2022-04-27,City of Toronto,NA,NA,91.67
2022-04-27,City of Toronto,NA,NA,100
2022-04-27,City of Toronto,NA,NA,100
2022-04-27,City of Toronto,NA,NA,100
2022-04-27,City of Toronto,9,75,NA
2022-04-27,City of Toronto,NA,NA,100
2022-04-27,City of Toronto,NA,NA,100
2022-04-27,City of Toronto,NA,NA,100
2022-04-27,City of Toronto,NA,NA,100
2022-04-27,City of Toronto,NA,NA,100
2022-04-27,City of Toronto,NA,NA,100
2022-04-27,City of Toronto,5,100,NA
2022-04-27,City of Toronto,36,100,NA
2022-04-27,City of Toronto,NA,NA,98.53
2022-04-27,City of Toronto,24,100,NA
2022-04-27,City of Toronto,NA,NA,100
2022-04-27,City of Toronto,NA,NA,88.46
2022-04-27,City of Toronto,NA,NA,62.5
2022-04-27,City of Toronto,NA,NA,100
2022-04-27,City of Toronto,89,97.8,NA
2022-04-27,City of Toronto,50,100,NA
2022-04-27,City of Toronto,45,88.24,NA
2022-04-27,City of Toronto,10,100,NA
2022-04-27,City of Toronto,81,100,NA
2022-04-27,City of Toronto,66,100,NA
2022-04-27,City of Toronto,19,90.48,NA
2022-04-27,City of Toronto,10,100,NA
2022-04-27,City of Toronto,51,100,NA
2022-04-27,City of Toronto,24,88.89,NA
2022-04-27,City of Toronto,NA,NA,98.46
2022-04-27,City of Toronto,8,88.89,NA
2022-04-27,City of Toronto,74,100,NA
2022-04-27,Cornerstone Place,21,100,NA
2022-04-27,Covenant House Toronto,2,100,NA
2022-04-27,Covenant House Toronto,NA,NA,97.62
2022-04-27,Covenant House Toronto,53,100,NA
2022-04-27,Covenant House Toronto,28,100,NA
2022-04-27,Dixon Hall,44,100,NA
2022-04-27,Dixon Hall,48,97.96,NA
2022-04-27,Dixon Hall,NA,NA,96.92
2022-04-27,Dixon Hall,41,100,NA
2022-04-27,Dixon Hall,NA,NA,100
2022-04-27,Dixon Hall,NA,NA,100
2022-04-27,Dixon Hall,22,100,NA
2022-04-27,Eva's Initiatives,45,100,NA
2022-04-27,Eva's Initiatives,16,100,NA
2022-04-27,Eva's Initiatives,NA,NA,100
2022-04-27,Fife House Foundation,4,80,NA
2022-04-27,Fife House Foundation,7,63.64,NA
2022-04-27,Fred Victor Centre,37,100,NA
2022-04-27,Fred Victor Centre,23,95.83,NA
2022-04-27,Fred Victor Centre,44,100,NA
2022-04-27,Fred Victor Centre,23,100,NA
2022-04-27,Fred Victor Centre,54,100,NA
2022-04-27,Fred Victor Centre,NA,NA,100
2022-04-27,Fred Victor Centre,45,100,NA
2022-04-27,Friends of Ruby,4,80,NA
2022-04-27,Friends of Ruby,26,92.86,NA
2022-04-27,Good Shepherd Ministries,24,96,NA
2022-04-27,Good Shepherd Ministries,24,100,NA
2022-04-27,Good Shepherd Ministries,5,100,NA
2022-04-27,Good Shepherd Ministries,NA,NA,100
2022-04-27,Homes First Society,41,100,NA
2022-04-27,Homes First Society,NA,NA,100
2022-04-27,Homes First Society,46,92,NA
2022-04-27,Homes First Society,19,100,NA
2022-04-27,Homes First Society,31,100,NA
2022-04-27,Homes First Society,54,98.18,NA
2022-04-27,Homes First Society,NA,NA,100
2022-04-27,Homes First Society,NA,NA,100
2022-04-27,Homes First Society,NA,NA,100
2022-04-27,Homes First Society,70,100,NA
2022-04-27,Homes First Society,50,98.04,NA
2022-04-27,Homes First Society,37,100,NA
2022-04-27,Homes First Society,130,100,NA
2022-04-27,Homes First Society,40,100,NA
2022-04-27,Horizon for Youth,18,100,NA
2022-04-27,Kennedy House Youth Services,NA,NA,100
2022-04-27,Kennedy House Youth Services,9,100,NA
2022-04-27,Margaret's Housing and Community Support Services,27,100,NA
2022-04-27,Na-Me-Res (Native Men's Residence),44,100,NA
2022-04-27,Na-Me-Res (Native Men's Residence),14,82.35,NA
2022-04-27,Native Child & Family Services Toronto,6,66.67,NA
2022-04-27,Native Child & Family Services Toronto,NA,NA,57.14
2022-04-27,Sistering: A Women's Place,19,100,NA
2022-04-27,Society of St.Vincent De Paul,15,100,NA
2022-04-27,Society of St.Vincent De Paul,20,100,NA
2022-04-27,Society of St.Vincent De Paul,26,100,NA
2022-04-27,Society of St.Vincent De Paul,24,96,NA
2022-04-27,St. Felix Social Ministries Outreach,19,100,NA
2022-04-27,St. Felix Social Ministries Outreach,43,100,NA
2022-04-27,St. Simon's Shelter Inc.,NA,NA,100
2022-04-27,Street Haven At The Crossroads,28,100,NA
2022-04-27,Street Haven At The Crossroads,NA,NA,100
2022-04-27,The MUC Shelter Corporation,NA,NA,100
2022-04-27,The MUC Shelter Corporation,67,100,NA
2022-04-27,The MUC Shelter Corporation,NA,NA,86.96
2022-04-27,The Salvation Army of Canada,46,97.87,NA
2022-04-27,The Salvation Army of Canada,NA,NA,100
2022-04-27,The Salvation Army of Canada,45,100,NA
2022-04-27,The Salvation Army of Canada,NA,NA,100
2022-04-27,The Salvation Army of Canada,223,99.11,NA
2022-04-27,The Salvation Army of Canada,35,97.22,NA
2022-04-27,The Salvation Army of Canada,NA,NA,100
2022-04-27,The Salvation Army of Canada,39,100,NA
2022-04-27,The Salvation Army of Canada,30,100,NA
2022-04-27,The Scott Mission Inc.,50,100,NA
2022-04-27,Toronto Community Hostel,NA,NA,100
2022-04-27,Toronto Community Hostel,6,100,NA
2022-04-27,Turning Point Youth Services,16,100,NA
2022-04-27,Warden Woods Community Centre,34,100,NA
2022-04-27,Women's Hostels Inc.,10,100,NA
2022-04-27,WoodGreen Red Door Family Shelter,NA,NA,100
2022-04-27,YMCA of Greater Toronto,18,94.74,NA
2022-04-27,YMCA of Greater Toronto,NA,NA,97.62
2022-04-27,YMCA of Greater Toronto,22,88,NA
2022-04-27,YWCA Toronto,25,100,NA
2022-04-27,YWCA Toronto,23,95.83,NA
2022-04-27,YWCA Toronto,19,100,NA
2022-04-27,YWCA Toronto,20,100,NA
2022-04-27,Youth Without Shelter,22,95.65,NA
2022-04-27,Youth Without Shelter,12,85.71,NA
2022-04-27,YouthLink,10,100,NA
2022-04-27,YouthLink,30,96.77,NA
2022-04-28,COSTI Immigrant Services,NA,NA,100
2022-04-28,COSTI Immigrant Services,NA,NA,100
2022-04-28,COSTI Immigrant Services,8,100,NA
2022-04-28,COSTI Immigrant Services,NA,NA,100
2022-04-28,COSTI Immigrant Services,NA,NA,100
2022-04-28,COSTI Immigrant Services,NA,NA,100
2022-04-28,COSTI Immigrant Services,NA,NA,100
2022-04-28,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-04-28,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-04-28,Christie Ossington Neighbourhood Centre,33,100,NA
2022-04-28,Christie Ossington Neighbourhood Centre,15,100,NA
2022-04-28,"Christie Refugee Welcome Centre, Inc.",NA,NA,100
2022-04-28,City of Toronto,NA,NA,100
2022-04-28,City of Toronto,NA,NA,100
2022-04-28,City of Toronto,NA,NA,97.56
2022-04-28,City of Toronto,NA,NA,100
2022-04-28,City of Toronto,NA,NA,100
2022-04-28,City of Toronto,9,75,NA
2022-04-28,City of Toronto,NA,NA,100
2022-04-28,City of Toronto,NA,NA,100
2022-04-28,City of Toronto,NA,NA,100
2022-04-28,City of Toronto,NA,NA,100
2022-04-28,City of Toronto,NA,NA,100
2022-04-28,City of Toronto,NA,NA,100
2022-04-28,City of Toronto,3,60,NA
2022-04-28,City of Toronto,36,100,NA
2022-04-28,City of Toronto,NA,NA,98.53
2022-04-28,City of Toronto,24,100,NA
2022-04-28,City of Toronto,NA,NA,100
2022-04-28,City of Toronto,NA,NA,100
2022-04-28,City of Toronto,NA,NA,60.42
2022-04-28,City of Toronto,NA,NA,100
2022-04-28,City of Toronto,89,97.8,NA
2022-04-28,City of Toronto,50,100,NA
2022-04-28,City of Toronto,45,88.24,NA
2022-04-28,City of Toronto,9,90,NA
2022-04-28,City of Toronto,81,100,NA
2022-04-28,City of Toronto,66,100,NA
2022-04-28,City of Toronto,19,95,NA
2022-04-28,City of Toronto,10,100,NA
2022-04-28,City of Toronto,51,100,NA
2022-04-28,City of Toronto,24,88.89,NA
2022-04-28,City of Toronto,NA,NA,96.92
2022-04-28,City of Toronto,6,66.67,NA
2022-04-28,City of Toronto,74,100,NA
2022-04-28,Cornerstone Place,21,100,NA
2022-04-28,Covenant House Toronto,2,100,NA
2022-04-28,Covenant House Toronto,NA,NA,92.86
2022-04-28,Covenant House Toronto,53,100,NA
2022-04-28,Covenant House Toronto,28,100,NA
2022-04-28,Dixon Hall,44,100,NA
2022-04-28,Dixon Hall,49,100,NA
2022-04-28,Dixon Hall,NA,NA,95.18
2022-04-28,Dixon Hall,41,100,NA
2022-04-28,Dixon Hall,NA,NA,100
2022-04-28,Dixon Hall,NA,NA,100
2022-04-28,Dixon Hall,22,100,NA
2022-04-28,Eva's Initiatives,45,100,NA
2022-04-28,Eva's Initiatives,16,100,NA
2022-04-28,Eva's Initiatives,NA,NA,100
2022-04-28,Fife House Foundation,4,80,NA
2022-04-28,Fife House Foundation,7,63.64,NA
2022-04-28,Fred Victor Centre,37,100,NA
2022-04-28,Fred Victor Centre,22,91.67,NA
2022-04-28,Fred Victor Centre,44,100,NA
2022-04-28,Fred Victor Centre,23,100,NA
2022-04-28,Fred Victor Centre,54,100,NA
2022-04-28,Fred Victor Centre,NA,NA,100
2022-04-28,Fred Victor Centre,45,100,NA
2022-04-28,Friends of Ruby,4,80,NA
2022-04-28,Friends of Ruby,26,92.86,NA
2022-04-28,Good Shepherd Ministries,21,84,NA
2022-04-28,Good Shepherd Ministries,24,100,NA
2022-04-28,Good Shepherd Ministries,5,100,NA
2022-04-28,Good Shepherd Ministries,NA,NA,100
2022-04-28,Homes First Society,41,100,NA
2022-04-28,Homes First Society,NA,NA,100
2022-04-28,Homes First Society,46,92,NA
2022-04-28,Homes First Society,19,100,NA
2022-04-28,Homes First Society,31,100,NA
2022-04-28,Homes First Society,55,100,NA
2022-04-28,Homes First Society,NA,NA,100
2022-04-28,Homes First Society,NA,NA,100
2022-04-28,Homes First Society,NA,NA,100
2022-04-28,Homes First Society,69,98.57,NA
2022-04-28,Homes First Society,50,98.04,NA
2022-04-28,Homes First Society,36,97.3,NA
2022-04-28,Homes First Society,130,100,NA
2022-04-28,Homes First Society,40,100,NA
2022-04-28,Horizon for Youth,18,100,NA
2022-04-28,Kennedy House Youth Services,NA,NA,100
2022-04-28,Kennedy House Youth Services,9,100,NA
2022-04-28,Margaret's Housing and Community Support Services,27,100,NA
2022-04-28,Na-Me-Res (Native Men's Residence),44,100,NA
2022-04-28,Na-Me-Res (Native Men's Residence),13,76.47,NA
2022-04-28,Native Child & Family Services Toronto,6,66.67,NA
2022-04-28,Native Child & Family Services Toronto,NA,NA,57.14
2022-04-28,Sistering: A Women's Place,19,100,NA
2022-04-28,Society of St.Vincent De Paul,14,93.33,NA
2022-04-28,Society of St.Vincent De Paul,20,100,NA
2022-04-28,Society of St.Vincent De Paul,26,100,NA
2022-04-28,Society of St.Vincent De Paul,23,92,NA
2022-04-28,St. Felix Social Ministries Outreach,19,100,NA
2022-04-28,St. Felix Social Ministries Outreach,43,100,NA
2022-04-28,St. Simon's Shelter Inc.,NA,NA,100
2022-04-28,Street Haven At The Crossroads,28,100,NA
2022-04-28,Street Haven At The Crossroads,NA,NA,100
2022-04-28,The MUC Shelter Corporation,NA,NA,100
2022-04-28,The MUC Shelter Corporation,67,100,NA
2022-04-28,The MUC Shelter Corporation,NA,NA,86.96
2022-04-28,The Salvation Army of Canada,47,97.92,NA
2022-04-28,The Salvation Army of Canada,NA,NA,100
2022-04-28,The Salvation Army of Canada,45,100,NA
2022-04-28,The Salvation Army of Canada,NA,NA,100
2022-04-28,The Salvation Army of Canada,225,100,NA
2022-04-28,The Salvation Army of Canada,36,100,NA
2022-04-28,The Salvation Army of Canada,NA,NA,100
2022-04-28,The Salvation Army of Canada,39,100,NA
2022-04-28,The Salvation Army of Canada,30,100,NA
2022-04-28,The Scott Mission Inc.,50,100,NA
2022-04-28,Toronto Community Hostel,NA,NA,100
2022-04-28,Toronto Community Hostel,6,100,NA
2022-04-28,Turning Point Youth Services,16,100,NA
2022-04-28,Warden Woods Community Centre,34,100,NA
2022-04-28,Women's Hostels Inc.,10,100,NA
2022-04-28,WoodGreen Red Door Family Shelter,NA,NA,100
2022-04-28,YMCA of Greater Toronto,19,100,NA
2022-04-28,YMCA of Greater Toronto,NA,NA,100
2022-04-28,YMCA of Greater Toronto,22,88,NA
2022-04-28,YWCA Toronto,25,100,NA
2022-04-28,YWCA Toronto,24,100,NA
2022-04-28,YWCA Toronto,19,100,NA
2022-04-28,YWCA Toronto,20,100,NA
2022-04-28,Youth Without Shelter,22,95.65,NA
2022-04-28,Youth Without Shelter,12,85.71,NA
2022-04-28,YouthLink,10,100,NA
2022-04-28,YouthLink,29,93.55,NA
2022-04-29,COSTI Immigrant Services,NA,NA,98.75
2022-04-29,COSTI Immigrant Services,NA,NA,100
2022-04-29,COSTI Immigrant Services,8,100,NA
2022-04-29,COSTI Immigrant Services,NA,NA,100
2022-04-29,COSTI Immigrant Services,NA,NA,100
2022-04-29,COSTI Immigrant Services,NA,NA,100
2022-04-29,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-04-29,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-04-29,Christie Ossington Neighbourhood Centre,33,100,NA
2022-04-29,Christie Ossington Neighbourhood Centre,15,100,NA
2022-04-29,"Christie Refugee Welcome Centre, Inc.",NA,NA,100
2022-04-29,City of Toronto,NA,NA,100
2022-04-29,City of Toronto,NA,NA,100
2022-04-29,City of Toronto,NA,NA,96.34
2022-04-29,City of Toronto,NA,NA,100
2022-04-29,City of Toronto,NA,NA,100
2022-04-29,City of Toronto,8,66.67,NA
2022-04-29,City of Toronto,NA,NA,100
2022-04-29,City of Toronto,NA,NA,100
2022-04-29,City of Toronto,NA,NA,100
2022-04-29,City of Toronto,NA,NA,100
2022-04-29,City of Toronto,NA,NA,100
2022-04-29,City of Toronto,NA,NA,100
2022-04-29,City of Toronto,36,100,NA
2022-04-29,City of Toronto,NA,NA,98.53
2022-04-29,City of Toronto,24,100,NA
2022-04-29,City of Toronto,NA,NA,100
2022-04-29,City of Toronto,NA,NA,100
2022-04-29,City of Toronto,NA,NA,64.58
2022-04-29,City of Toronto,NA,NA,100
2022-04-29,City of Toronto,91,97.85,NA
2022-04-29,City of Toronto,50,100,NA
2022-04-29,City of Toronto,43,84.31,NA
2022-04-29,City of Toronto,81,100,NA
2022-04-29,City of Toronto,66,100,NA
2022-04-29,City of Toronto,19,95,NA
2022-04-29,City of Toronto,10,100,NA
2022-04-29,City of Toronto,51,100,NA
2022-04-29,City of Toronto,24,88.89,NA
2022-04-29,City of Toronto,NA,NA,98.46
