occupancy_date,organization_name,occupied_beds,occupancy_rate_beds,occupancy_rate_rooms
2022-01-05,COSTI Immigrant Services,NA,NA,100
2022-01-05,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-01-05,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-01-05,Christie Ossington Neighbourhood Centre,33,100,NA
2022-01-05,Christie Ossington Neighbourhood Centre,15,100,NA
2022-01-05,"Christie Refugee Welcome Centre, Inc.",NA,NA,100
2022-01-05,City of Toronto,NA,NA,100
2022-01-05,City of Toronto,NA,NA,100
2022-01-05,City of Toronto,NA,NA,100
2022-01-05,City of Toronto,12,100,NA
2022-01-05,City of Toronto,NA,NA,98.55
2022-01-05,City of Toronto,NA,NA,99
2022-01-05,City of Toronto,NA,NA,100
2022-01-05,City of Toronto,2,100,NA
2022-01-05,City of Toronto,NA,NA,100
2022-01-05,City of Toronto,NA,NA,100
2022-01-05,City of Toronto,NA,NA,100
2022-01-05,City of Toronto,34,97.14,NA
2022-01-05,City of Toronto,NA,NA,88.06
2022-01-05,City of Toronto,24,100,NA
2022-01-05,City of Toronto,NA,NA,100
2022-01-05,City of Toronto,NA,NA,85.92
2022-01-05,City of Toronto,NA,NA,48.15
2022-01-05,City of Toronto,NA,NA,83.33
2022-01-05,City of Toronto,NA,NA,100
2022-01-05,City of Toronto,76,95,NA
2022-01-05,City of Toronto,46,100,NA
2022-01-05,City of Toronto,43,86,NA
2022-01-05,City of Toronto,70,93.33,NA
2022-01-05,City of Toronto,48,100,NA
2022-01-05,City of Toronto,17,77.27,NA
2022-01-05,City of Toronto,11,100,NA
2022-01-05,City of Toronto,44,100,NA
2022-01-05,City of Toronto,12,100,NA
2022-01-05,City of Toronto,13,100,NA
2022-01-05,City of Toronto,NA,NA,90.77
2022-01-05,City of Toronto,4,100,NA
2022-01-05,City of Toronto,73,100,NA
2022-01-05,Cornerstone Place,21,100,NA
2022-01-05,Covenant House Toronto,1,50,NA
2022-01-05,Covenant House Toronto,NA,NA,97.62
2022-01-05,Covenant House Toronto,31,96.88,NA
2022-01-05,Covenant House Toronto,27,96.43,NA
2022-01-05,Dixon Hall,44,100,NA
2022-01-05,Dixon Hall,48,100,NA
2022-01-05,Dixon Hall,NA,NA,96.54
2022-01-05,Dixon Hall,41,100,NA
2022-01-05,Dixon Hall,NA,NA,97.78
2022-01-05,Dixon Hall,NA,NA,100
2022-01-05,Dixon Hall,22,100,NA
2022-01-05,Eva's Initiatives,40,80,NA
2022-01-05,Eva's Initiatives,15,93.75,NA
2022-01-05,Eva's Initiatives,NA,NA,97.5
2022-01-05,Fife House Foundation,4,80,NA
2022-01-05,Fife House Foundation,10,90.91,NA
2022-01-05,Fred Victor Centre,34,91.89,NA
2022-01-05,Fred Victor Centre,24,100,NA
2022-01-05,Fred Victor Centre,43,97.73,NA
2022-01-05,Fred Victor Centre,23,100,NA
2022-01-05,Fred Victor Centre,52,100,NA
2022-01-05,Fred Victor Centre,NA,NA,100
2022-01-05,Fred Victor Centre,45,100,NA
2022-01-05,Friends of Ruby,3,60,NA
2022-01-05,Friends of Ruby,27,96.43,NA
2022-01-05,Good Shepherd Ministries,23,92,NA
2022-01-05,Good Shepherd Ministries,25,100,NA
2022-01-05,Good Shepherd Ministries,5,100,NA
2022-01-05,Good Shepherd Ministries,NA,NA,100
2022-01-05,Homes First Society,50,100,NA
2022-01-05,Homes First Society,NA,NA,100
2022-01-05,Homes First Society,54,90,NA
2022-01-05,Homes First Society,19,100,NA
2022-01-05,Homes First Society,28,93.33,NA
2022-01-05,Homes First Society,53,100,NA
2022-01-05,Homes First Society,NA,NA,100
2022-01-05,Homes First Society,NA,NA,100
2022-01-05,Homes First Society,174,100,NA
2022-01-05,Homes First Society,34,97.14,NA
2022-01-05,Homes First Society,37,100,NA
2022-01-05,Homes First Society,90,100,NA
2022-01-05,Homes First Society,34,100,NA
2022-01-05,Homes First Society,1,100,NA
2022-01-05,Homes First Society,63,92.65,NA
2022-01-05,Horizon for Youth,18,100,NA
2022-01-05,Kennedy House Youth Services,NA,NA,100
2022-01-05,Kennedy House Youth Services,14,100,NA
2022-01-05,Margaret's Housing and Community Support Services,27,100,NA
2022-01-05,Na-Me-Res (Native Men's Residence),35,79.55,NA
2022-01-05,Na-Me-Res (Native Men's Residence),13,76.47,NA
2022-01-05,Native Child & Family Services Toronto,7,77.78,NA
2022-01-05,Native Child & Family Services Toronto,NA,NA,64.29
2022-01-05,Sistering: A Women's Place,18,94.74,NA
2022-01-05,Society of St.Vincent De Paul,15,100,NA
2022-01-05,Society of St.Vincent De Paul,20,100,NA
2022-01-05,Society of St.Vincent De Paul,22,100,NA
2022-01-05,Society of St.Vincent De Paul,24,96,NA
2022-01-05,St. Felix Social Ministries Outreach,12,100,NA
2022-01-05,St. Felix Social Ministries Outreach,43,100,NA
2022-01-05,St. Simon's Shelter Inc.,NA,NA,100
2022-01-05,Street Haven At The Crossroads,27,100,NA
2022-01-05,Street Haven At The Crossroads,NA,NA,100
2022-01-05,The MUC Shelter Corporation,NA,NA,96.83
2022-01-05,The MUC Shelter Corporation,67,100,NA
2022-01-05,The MUC Shelter Corporation,NA,NA,91.3
2022-01-05,The Salvation Army of Canada,47,97.92,NA
2022-01-05,The Salvation Army of Canada,NA,NA,97.26
2022-01-05,The Salvation Army of Canada,50,100,NA
2022-01-05,The Salvation Army of Canada,NA,NA,100
2022-01-05,The Salvation Army of Canada,218,93.16,NA
2022-01-05,The Salvation Army of Canada,35,100,NA
2022-01-05,The Salvation Army of Canada,NA,NA,100
2022-01-05,The Salvation Army of Canada,35,94.59,NA
2022-01-05,The Salvation Army of Canada,27,90,NA
2022-01-05,The Scott Mission Inc.,40,100,NA
2022-01-05,Toronto Community Hostel,NA,NA,100
2022-01-05,Toronto Community Hostel,6,100,NA
2022-01-05,Turning Point Youth Services,13,100,NA
2022-01-05,Warden Woods Community Centre,25,89.29,NA
2022-01-05,Women's Hostels Inc.,3,100,NA
2022-01-05,WoodGreen Red Door Family Shelter,NA,NA,95.65
2022-01-05,YMCA of Greater Toronto,17,89.47,NA
2022-01-05,YMCA of Greater Toronto,NA,NA,92.86
2022-01-05,YMCA of Greater Toronto,22,88,NA
2022-01-05,YWCA Toronto,25,100,NA
2022-01-05,YWCA Toronto,20,83.33,NA
2022-01-05,YWCA Toronto,18,94.74,NA
2022-01-05,YWCA Toronto,5,25,NA
2022-01-05,Youth Without Shelter,23,100,NA
2022-01-05,Youth Without Shelter,13,92.86,NA
2022-01-05,YouthLink,10,100,NA
2022-01-05,YouthLink,29,100,NA
2022-01-06,COSTI Immigrant Services,NA,NA,100
2022-01-06,COSTI Immigrant Services,NA,NA,100
2022-01-06,COSTI Immigrant Services,NA,NA,100
2022-01-06,COSTI Immigrant Services,8,100,NA
2022-01-06,COSTI Immigrant Services,NA,NA,100
2022-01-06,COSTI Immigrant Services,NA,NA,99.05
2022-01-06,COSTI Immigrant Services,NA,NA,100
2022-01-06,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-01-06,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-01-06,Christie Ossington Neighbourhood Centre,33,100,NA
2022-01-06,Christie Ossington Neighbourhood Centre,15,100,NA
2022-01-06,"Christie Refugee Welcome Centre, Inc.",NA,NA,100
2022-01-06,City of Toronto,NA,NA,100
2022-01-06,City of Toronto,NA,NA,100
2022-01-06,City of Toronto,NA,NA,100
2022-01-06,City of Toronto,12,100,NA
2022-01-06,City of Toronto,NA,NA,98.59
2022-01-06,City of Toronto,NA,NA,99
2022-01-06,City of Toronto,NA,NA,100
2022-01-06,City of Toronto,2,100,NA
2022-01-06,City of Toronto,NA,NA,100
2022-01-06,City of Toronto,NA,NA,100
2022-01-06,City of Toronto,NA,NA,100
2022-01-06,City of Toronto,34,97.14,NA
2022-01-06,City of Toronto,NA,NA,88.06
2022-01-06,City of Toronto,24,100,NA
2022-01-06,City of Toronto,NA,NA,100
2022-01-06,City of Toronto,NA,NA,85.92
2022-01-06,City of Toronto,NA,NA,28.57
2022-01-06,City of Toronto,NA,NA,90.74
2022-01-06,City of Toronto,NA,NA,100
2022-01-06,City of Toronto,76,95,NA
2022-01-06,City of Toronto,46,95.83,NA
2022-01-06,City of Toronto,43,86,NA
2022-01-06,City of Toronto,71,94.67,NA
2022-01-06,City of Toronto,49,100,NA
2022-01-06,City of Toronto,17,77.27,NA
2022-01-06,City of Toronto,11,100,NA
2022-01-06,City of Toronto,44,100,NA
2022-01-06,City of Toronto,3,100,NA
2022-01-06,City of Toronto,13,100,NA
2022-01-06,City of Toronto,NA,NA,98.33
2022-01-06,City of Toronto,4,100,NA
2022-01-06,City of Toronto,73,100,NA
2022-01-06,Cornerstone Place,21,100,NA
2022-01-06,Covenant House Toronto,1,50,NA
2022-01-06,Covenant House Toronto,NA,NA,100
2022-01-06,Covenant House Toronto,33,97.06,NA
2022-01-06,Covenant House Toronto,27,96.43,NA
2022-01-06,Dixon Hall,43,100,NA
2022-01-06,Dixon Hall,47,97.92,NA
2022-01-06,Dixon Hall,NA,NA,96.54
2022-01-06,Dixon Hall,40,97.56,NA
2022-01-06,Dixon Hall,NA,NA,96.67
2022-01-06,Dixon Hall,NA,NA,100
2022-01-06,Dixon Hall,22,100,NA
2022-01-06,Eva's Initiatives,40,80,NA
2022-01-06,Eva's Initiatives,16,100,NA
2022-01-06,Eva's Initiatives,NA,NA,97.5
2022-01-06,Fife House Foundation,4,80,NA
2022-01-06,Fife House Foundation,10,90.91,NA
2022-01-06,Fred Victor Centre,34,91.89,NA
2022-01-06,Fred Victor Centre,24,100,NA
2022-01-06,Fred Victor Centre,42,95.45,NA
2022-01-06,Fred Victor Centre,23,100,NA
2022-01-06,Fred Victor Centre,52,100,NA
2022-01-06,Fred Victor Centre,NA,NA,100
2022-01-06,Fred Victor Centre,45,100,NA
2022-01-06,Friends of Ruby,3,60,NA
2022-01-06,Friends of Ruby,27,96.43,NA
2022-01-06,Good Shepherd Ministries,22,88,NA
2022-01-06,Good Shepherd Ministries,25,100,NA
2022-01-06,Good Shepherd Ministries,5,100,NA
2022-01-06,Good Shepherd Ministries,NA,NA,100
2022-01-06,Homes First Society,50,100,NA
2022-01-06,Homes First Society,NA,NA,100
2022-01-06,Homes First Society,56,93.33,NA
2022-01-06,Homes First Society,19,100,NA
2022-01-06,Homes First Society,30,100,NA
2022-01-06,Homes First Society,53,100,NA
2022-01-06,Homes First Society,NA,NA,100
2022-01-06,Homes First Society,NA,NA,99.6
2022-01-06,Homes First Society,173,99.43,NA
2022-01-06,Homes First Society,46,95.83,NA
2022-01-06,Homes First Society,37,100,NA
2022-01-06,Homes First Society,100,100,NA
2022-01-06,Homes First Society,33,100,NA
2022-01-06,Homes First Society,1,100,NA
2022-01-06,Homes First Society,63,92.65,NA
2022-01-06,Horizon for Youth,18,100,NA
2022-01-06,Kennedy House Youth Services,NA,NA,100
2022-01-06,Kennedy House Youth Services,15,100,NA
2022-01-06,Margaret's Housing and Community Support Services,27,100,NA
2022-01-06,Na-Me-Res (Native Men's Residence),40,90.91,NA
2022-01-06,Na-Me-Res (Native Men's Residence),13,76.47,NA
2022-01-06,Native Child & Family Services Toronto,7,77.78,NA
2022-01-06,Native Child & Family Services Toronto,NA,NA,64.29
2022-01-06,Sistering: A Women's Place,17,89.47,NA
2022-01-06,Society of St.Vincent De Paul,15,100,NA
2022-01-06,Society of St.Vincent De Paul,19,100,NA
2022-01-06,Society of St.Vincent De Paul,22,100,NA
2022-01-06,Society of St.Vincent De Paul,24,96,NA
2022-01-06,St. Felix Social Ministries Outreach,12,100,NA
2022-01-06,St. Felix Social Ministries Outreach,43,100,NA
2022-01-06,St. Simon's Shelter Inc.,NA,NA,100
2022-01-06,Street Haven At The Crossroads,25,100,NA
2022-01-06,Street Haven At The Crossroads,NA,NA,100
2022-01-06,The MUC Shelter Corporation,NA,NA,96.83
2022-01-06,The MUC Shelter Corporation,67,100,NA
2022-01-06,The MUC Shelter Corporation,NA,NA,91.3
2022-01-06,The Salvation Army of Canada,47,97.92,NA
2022-01-06,The Salvation Army of Canada,NA,NA,100
2022-01-06,The Salvation Army of Canada,49,100,NA
2022-01-06,The Salvation Army of Canada,NA,NA,100
2022-01-06,The Salvation Army of Canada,217,92.74,NA
2022-01-06,The Salvation Army of Canada,34,97.14,NA
2022-01-06,The Salvation Army of Canada,NA,NA,100
2022-01-06,The Salvation Army of Canada,35,94.59,NA
2022-01-06,The Salvation Army of Canada,27,90,NA
2022-01-06,The Scott Mission Inc.,40,100,NA
2022-01-06,Toronto Community Hostel,NA,NA,100
2022-01-06,Toronto Community Hostel,6,100,NA
2022-01-06,Turning Point Youth Services,13,100,NA
2022-01-06,Warden Woods Community Centre,25,89.29,NA
2022-01-06,Women's Hostels Inc.,1,100,NA
2022-01-06,WoodGreen Red Door Family Shelter,NA,NA,95.65
2022-01-06,YMCA of Greater Toronto,17,89.47,NA
2022-01-06,YMCA of Greater Toronto,NA,NA,96.43
2022-01-06,YMCA of Greater Toronto,22,88,NA
2022-01-06,YWCA Toronto,25,100,NA
2022-01-06,YWCA Toronto,20,83.33,NA
2022-01-06,YWCA Toronto,17,89.47,NA
2022-01-06,YWCA Toronto,5,25,NA
2022-01-06,Youth Without Shelter,23,100,NA
2022-01-06,Youth Without Shelter,13,92.86,NA
2022-01-06,YouthLink,10,100,NA
2022-01-06,YouthLink,29,100,NA
2022-01-07,COSTI Immigrant Services,NA,NA,100
2022-01-07,COSTI Immigrant Services,NA,NA,90.91
2022-01-07,COSTI Immigrant Services,NA,NA,100
2022-01-07,COSTI Immigrant Services,8,100,NA
2022-01-07,COSTI Immigrant Services,NA,NA,100
2022-01-07,COSTI Immigrant Services,NA,NA,100
2022-01-07,COSTI Immigrant Services,NA,NA,100
2022-01-07,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-01-07,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-01-07,Christie Ossington Neighbourhood Centre,33,100,NA
2022-01-07,Christie Ossington Neighbourhood Centre,15,100,NA
2022-01-07,"Christie Refugee Welcome Centre, Inc.",NA,NA,100
2022-01-07,City of Toronto,NA,NA,100
2022-01-07,City of Toronto,NA,NA,100
2022-01-07,City of Toronto,NA,NA,100
2022-01-07,City of Toronto,12,100,NA
2022-01-07,City of Toronto,NA,NA,100
2022-01-07,City of Toronto,NA,NA,100
2022-01-07,City of Toronto,NA,NA,100
2022-01-07,City of Toronto,2,100,NA
2022-01-07,City of Toronto,NA,NA,100
2022-01-07,City of Toronto,NA,NA,100
2022-01-07,City of Toronto,NA,NA,100
2022-01-07,City of Toronto,34,97.14,NA
2022-01-07,City of Toronto,NA,NA,88.06
2022-01-07,City of Toronto,24,100,NA
2022-01-07,City of Toronto,NA,NA,100
2022-01-07,City of Toronto,NA,NA,81.69
2022-01-07,City of Toronto,NA,NA,58.33
2022-01-07,City of Toronto,NA,NA,97.96
2022-01-07,City of Toronto,NA,NA,100
2022-01-07,City of Toronto,76,95,NA
2022-01-07,City of Toronto,47,100,NA
2022-01-07,City of Toronto,43,86,NA
2022-01-07,City of Toronto,72,100,NA
2022-01-07,City of Toronto,48,100,NA
2022-01-07,City of Toronto,18,81.82,NA
2022-01-07,City of Toronto,12,100,NA
2022-01-07,City of Toronto,44,100,NA
2022-01-07,City of Toronto,5,33.33,NA
2022-01-07,City of Toronto,13,100,NA
2022-01-07,City of Toronto,NA,NA,98.36
2022-01-07,City of Toronto,4,100,NA
2022-01-07,City of Toronto,73,100,NA
2022-01-07,Cornerstone Place,21,100,NA
2022-01-07,Covenant House Toronto,1,50,NA
2022-01-07,Covenant House Toronto,NA,NA,100
2022-01-07,Covenant House Toronto,33,97.06,NA
2022-01-07,Covenant House Toronto,27,96.43,NA
2022-01-07,Dixon Hall,41,100,NA
2022-01-07,Dixon Hall,45,100,NA
2022-01-07,Dixon Hall,NA,NA,96.54
2022-01-07,Dixon Hall,41,100,NA
2022-01-07,Dixon Hall,NA,NA,96.67
2022-01-07,Dixon Hall,NA,NA,100
2022-01-07,Dixon Hall,22,100,NA
2022-01-07,Eva's Initiatives,40,80,NA
2022-01-07,Eva's Initiatives,16,100,NA
2022-01-07,Eva's Initiatives,NA,NA,100
2022-01-07,Fife House Foundation,4,80,NA
2022-01-07,Fife House Foundation,10,90.91,NA
2022-01-07,Fred Victor Centre,34,91.89,NA
2022-01-07,Fred Victor Centre,24,100,NA
2022-01-07,Fred Victor Centre,40,90.91,NA
2022-01-07,Fred Victor Centre,23,100,NA
2022-01-07,Fred Victor Centre,52,100,NA
2022-01-07,Fred Victor Centre,NA,NA,100
2022-01-07,Fred Victor Centre,45,100,NA
2022-01-07,Friends of Ruby,3,60,NA
2022-01-07,Friends of Ruby,27,96.43,NA
2022-01-07,Good Shepherd Ministries,23,92,NA
2022-01-07,Good Shepherd Ministries,25,100,NA
2022-01-07,Good Shepherd Ministries,5,100,NA
2022-01-07,Good Shepherd Ministries,NA,NA,100
2022-01-07,Homes First Society,50,100,NA
2022-01-07,Homes First Society,NA,NA,100
2022-01-07,Homes First Society,58,100,NA
2022-01-07,Homes First Society,19,100,NA
2022-01-07,Homes First Society,29,100,NA
2022-01-07,Homes First Society,53,100,NA
2022-01-07,Homes First Society,NA,NA,100
2022-01-07,Homes First Society,NA,NA,100
2022-01-07,Homes First Society,13,26,NA
2022-01-07,Homes First Society,27,40.91,NA
2022-01-07,Homes First Society,174,100,NA
2022-01-07,Homes First Society,46,95.83,NA
2022-01-07,Homes First Society,37,100,NA
2022-01-07,Homes First Society,99,100,NA
2022-01-07,Homes First Society,33,100,NA
2022-01-07,Homes First Society,1,100,NA
2022-01-07,Homes First Society,63,92.65,NA
2022-01-07,Horizon for Youth,18,100,NA
2022-01-07,Kennedy House Youth Services,NA,NA,100
2022-01-07,Kennedy House Youth Services,15,100,NA
2022-01-07,Margaret's Housing and Community Support Services,27,100,NA
2022-01-07,Na-Me-Res (Native Men's Residence),41,93.18,NA
2022-01-07,Na-Me-Res (Native Men's Residence),12,70.59,NA
2022-01-07,Native Child & Family Services Toronto,7,77.78,NA
2022-01-07,Native Child & Family Services Toronto,NA,NA,64.29
2022-01-07,Sistering: A Women's Place,16,84.21,NA
2022-01-07,Society of St.Vincent De Paul,15,100,NA
2022-01-07,Society of St.Vincent De Paul,19,100,NA
2022-01-07,Society of St.Vincent De Paul,22,100,NA
2022-01-07,Society of St.Vincent De Paul,24,96,NA
2022-01-07,St. Felix Social Ministries Outreach,12,100,NA
2022-01-07,St. Felix Social Ministries Outreach,43,100,NA
2022-01-07,St. Simon's Shelter Inc.,NA,NA,100
2022-01-07,Street Haven At The Crossroads,26,100,NA
2022-01-07,Street Haven At The Crossroads,NA,NA,100
2022-01-07,The MUC Shelter Corporation,NA,NA,98.41
2022-01-07,The MUC Shelter Corporation,67,100,NA
2022-01-07,The MUC Shelter Corporation,NA,NA,91.3
2022-01-07,The Salvation Army of Canada,47,97.92,NA
2022-01-07,The Salvation Army of Canada,NA,NA,100
2022-01-07,The Salvation Army of Canada,49,100,NA
2022-01-07,The Salvation Army of Canada,NA,NA,100
2022-01-07,The Salvation Army of Canada,215,91.88,NA
2022-01-07,The Salvation Army of Canada,34,100,NA
2022-01-07,The Salvation Army of Canada,NA,NA,100
2022-01-07,The Salvation Army of Canada,34,100,NA
2022-01-07,The Salvation Army of Canada,27,100,NA
2022-01-07,The Scott Mission Inc.,40,100,NA
2022-01-07,Toronto Community Hostel,NA,NA,100
2022-01-07,Toronto Community Hostel,6,100,NA
2022-01-07,Turning Point Youth Services,13,100,NA
2022-01-07,Warden Woods Community Centre,25,89.29,NA
2022-01-07,Women's Hostels Inc.,1,100,NA
2022-01-07,WoodGreen Red Door Family Shelter,NA,NA,100
2022-01-07,YMCA of Greater Toronto,17,89.47,NA
2022-01-07,YMCA of Greater Toronto,NA,NA,100
2022-01-07,YMCA of Greater Toronto,21,84,NA
2022-01-07,YWCA Toronto,25,100,NA
2022-01-07,YWCA Toronto,20,83.33,NA
2022-01-07,YWCA Toronto,17,89.47,NA
2022-01-07,YWCA Toronto,5,25,NA
2022-01-07,Youth Without Shelter,23,100,NA
2022-01-07,Youth Without Shelter,13,92.86,NA
2022-01-07,YouthLink,10,100,NA
2022-01-07,YouthLink,29,100,NA
2022-01-08,COSTI Immigrant Services,NA,NA,100
2022-01-08,COSTI Immigrant Services,NA,NA,100
2022-01-08,COSTI Immigrant Services,NA,NA,100
2022-01-08,COSTI Immigrant Services,8,100,NA
2022-01-08,COSTI Immigrant Services,NA,NA,98.96
2022-01-08,COSTI Immigrant Services,NA,NA,100
2022-01-08,COSTI Immigrant Services,NA,NA,100
2022-01-08,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-01-08,Christie Ossington Neighbourhood Centre,NA,NA,100
2022-01-08,Christie Ossington Neighbourhood Centre,33,100,NA
2022-01-08,Christie Ossington Neighbourhood Centre,15,100,NA
2022-01-08,"Christie Refugee Welcome Centre, Inc.",NA,NA,100
2022-01-08,City of Toronto,NA,NA,98.41
2022-01-08,City of Toronto,NA,NA,100
2022-01-08,City of Toronto,NA,NA,100
2022-01-08,City of Toronto,11,91.67,NA
2022-01-08,City of Toronto,NA,NA,100
2022-01-08,City of Toronto,NA,NA,100
2022-01-08,City of Toronto,NA,NA,100
2022-01-08,City of Toronto,2,100,NA
2022-01-08,City of Toronto,NA,NA,100
2022-01-08,City of Toronto,NA,NA,100
2022-01-08,City of Toronto,NA,NA,100
2022-01-08,City of Toronto,34,94.44,NA
2022-01-08,City of Toronto,NA,NA,89.55
2022-01-08,City of Toronto,24,100,NA
2022-01-08,City of Toronto,NA,NA,100
2022-01-08,City of Toronto,NA,NA,81.69
2022-01-08,City of Toronto,NA,NA,25
2022-01-08,City of Toronto,NA,NA,96.08
2022-01-08,City of Toronto,NA,NA,100
2022-01-08,City of Toronto,76,95,NA
2022-01-08,City of Toronto,47,100,NA
2022-01-08,City of Toronto,43,86,NA
2022-01-08,City of Toronto,72,100,NA
2022-01-08,City of Toronto,47,97.92,NA
2022-01-08,City of Toronto,18,81.82,NA
2022-01-08,City of Toronto,11,91.67,NA
2022-01-08,City of Toronto,44,100,NA
2022-01-08,City of Toronto,11,73.33,NA
2022-01-08,City of Toronto,13,100,NA
2022-01-08,City of Toronto,NA,NA,98.36
2022-01-08,City of Toronto,4,100,NA
2022-01-08,City of Toronto,73,100,NA
2022-01-08,Cornerstone Place,21,100,NA
2022-01-08,Covenant House Toronto,1,50,NA
2022-01-08,Covenant House Toronto,NA,NA,100
2022-01-08,Covenant House Toronto,33,100,NA
2022-01-08,Covenant House Toronto,26,92.86,NA
2022-01-08,Dixon Hall,37,100,NA
2022-01-08,Dixon Hall,44,100,NA
2022-01-08,Dixon Hall,NA,NA,96.98
2022-01-08,Dixon Hall,41,100,NA
2022-01-08,Dixon Hall,NA,NA,96.67
2022-01-08,Dixon Hall,NA,NA,100
2022-01-08,Dixon Hall,22,100,NA
2022-01-08,Eva's Initiatives,40,80,NA
2022-01-08,Eva's Initiatives,16,100,NA
2022-01-08,Eva's Initiatives,NA,NA,100
2022-01-08,Fife House Foundation,4,80,NA
2022-01-08,Fife House Foundation,10,90.91,NA
2022-01-08,Fred Victor Centre,34,91.89,NA
2022-01-08,Fred Victor Centre,24,100,NA
2022-01-08,Fred Victor Centre,39,88.64,NA
2022-01-08,Fred Victor Centre,23,100,NA
2022-01-08,Fred Victor Centre,52,100,NA
2022-01-08,Fred Victor Centre,NA,NA,99.63
2022-01-08,Fred Victor Centre,45,100,NA
2022-01-08,Friends of Ruby,4,80,NA
2022-01-08,Friends of Ruby,27,96.43,NA
2022-01-08,Good Shepherd Ministries,23,92,NA
2022-01-08,Good Shepherd Ministries,25,100,NA
2022-01-08,Good Shepherd Ministries,5,100,NA
